N° BOLETIN;PATENTE;FECHA EMISION;AÑO DEL PERMISO;VALOR PERMISO; VALOR IPC;VALOR MULTA;TOTAL A PAGAR;TIPO DE PAGO; CAJA;TIPO VEHICULO;FECHA PAGO; Codigo Sii ; Clasificacion ; Fondos a Terceros 
2085;JTSD-85-9;27-08-2021;2021;41632;0;0;41632;2ª Cuota  ;PAGADO INTERNET;STATION WA;28-09-2021;SU229027417;NORMAL;No
1030;JTSD-85-9;11-03-2021;2021;41098;0;0;41098;1ª Cuota  ;PRESENCIAL;STATION WA;31-03-2021;SU229027417;NORMAL;No
861;JTVP-37-0;30-03-2021;2021;35469;0;0;35469;CONTADO   ;PRESENCIAL;AUTOMOVIL ;16-04-2021;HB229015317;NORMAL;No
525;JVCX-37-3;22-03-2021;2021;194793;0;0;194793;CONTADO   ;PRESENCIAL;CAMIONETA ;22-03-2021;CT235014917;NORMAL;No
2212;JVCY-60-4;02-09-2021;2021;41632;333;629;42594;2ª Cuota  ;PAGADO INTERNET;STATION WA;29-09-2021;SU229027417;NORMAL;No
1049;JVCY-60-4;16-03-2021;2021;41098;0;0;41098;1ª Cuota  ;PRESENCIAL;STATION WA;31-03-2021;SU229027417;NORMAL;No
1182;JVJD-74-K;29-03-2021;2021;547564;0;0;547564;CONTADO   ;PRESENCIAL;STATION WA;26-04-2021;SU235009917;NORMAL;No
1098;JVJG-18-1;23-03-2021;2021;108377;0;0;108377;CONTADO   ;PRESENCIAL;CAMIONETA ;31-03-2021;CT077002817;NORMAL;No
2017;JVVJ-35-3;16-08-2021;2021;54179;0;0;54179;2ª Cuota  ;PAGADO INTERNET;STATION WA;24-08-2021;SU079007218;NORMAL;No
375;JVVJ-35-3;08-03-2021;2021;53485;0;0;53485;1ª Cuota  ;PRESENCIAL;STATION WA;08-03-2021;SU079007218;NORMAL;No
515;JVVY-80-5;19-03-2021;2021;179066;0;0;179066;CONTADO   ;PRESENCIAL;STATION WA;22-03-2021;SU079008018;NORMAL;No
755;JVWF-41-4;29-03-2021;2021;296103;0;0;296103;CONTADO   ;PRESENCIAL;CAMIONETA ;16-04-2021;CT050030218;NORMAL;No
2009;JWBP-53-K;11-08-2021;2021;39826;0;0;39826;2ª Cuota  ;PAGADO INTERNET;AUTOMOVIL ;24-08-2021;HB229015617;NORMAL;No
1001;JWBP-53-K;03-03-2021;2021;39315;0;0;39315;1ª Cuota  ;PRESENCIAL;AUTOMOVIL ;31-03-2021;HB229015617;NORMAL;No
2285;JWPK-72-1;12-10-2021;2021;156483;626;2357;159466;CONTADO   ;PRESENCIAL;REMOLQUE B;12-10-2021; ;NORMAL;No
699;JWZK-66-6;29-03-2021;2021;54985;0;0;54985;CONTADO   ;PRESENCIAL;CAMIONETA ;31-03-2021;CT080008218;NORMAL;No
2479;JXBC-83-9;10-12-2021;2021;280084;14284;39740;334108;CONTADO   ;PRESENCIAL;CAMIONETA ;10-12-2021;CT166006618;NORMAL;No
1011;JXLC-90-5;05-03-2021;2021;73563;0;0;73563;CONTADO   ;PRESENCIAL;STATION WA;31-03-2021;SU047000418;NORMAL;No
2226;JXLK-43-1;21-09-2021;2021;44388;355;671;45414;2ª Cuota  ;PAGADO INTERNET;AUTOMOVIL ;19-10-2021;HB111018318;NORMAL;No
656;JXLK-43-1;26-03-2021;2021;43818;0;0;43818;1ª Cuota  ;PRESENCIAL;AUTOMOVIL ;29-03-2021;HB111018318;NORMAL;No
935;JXPD-72-4;31-03-2021;2021;260942;0;0;260942;CONTADO   ;PRESENCIAL;CAMIONETA ;31-03-2021;CT235015318;NORMAL;No
2253;JXSP-64-0;30-09-2021;2021;52161;0;0;52161;CONTADO   ;PRESENCIAL;CAMION    ;30-09-2021; ;NORMAL;No
693;JZBP-16-9;29-03-2021;2021;90452;0;0;90452;CONTADO   ;PRESENCIAL;CAMIONETA ;31-03-2021;CT243005518;NORMAL;No
1562;JZBV-92-6;19-05-2021;2021;260942;1566;7875;270383;CONTADO   ;PRESENCIAL;CAMIONETA ;31-05-2021;CT235015318;NORMAL;No
1534;JZWG-71-0;31-05-2021;2021;51489;0;0;51489;CONTADO   ;PRESENCIAL;MINIBUS   ;31-05-2021; ;NORMAL;No
1350;JZWJ-99-3;04-04-2021;2021;149474;299;2247;152020;CONTADO   ;PRESENCIAL;FURGON    ;30-04-2021;CO162000318;NORMAL;No
403;JZXC-27-K;12-03-2021;2021;33276;0;0;33276;1ª Cuota  ;PRESENCIAL;AUTOMOVIL ;15-03-2021;SD197015018;NORMAL;No
2058;JZXC-27-K;27-08-2021;2021;33708;0;0;33708;2ª Cuota  ;PRESENCIAL;AUTOMOVIL ;27-08-2021;SD197015018;NORMAL;No
498;KBGD-81-7;19-03-2021;2021;60427;0;0;60427;CONTADO   ;PRESENCIAL;AUTOMOVIL ;22-03-2021;HB176006418;NORMAL;No
988;KBGP-87-7;31-03-2021;2021;251729;0;0;251729;CONTADO   ;PRESENCIAL;CAMIONETA ;16-04-2021;CO132000918;NORMAL;No
566;KCLL-29-3;23-03-2021;2021;31528;0;0;31528;CONTADO   ;PRESENCIAL;AUTOMOVIL ;24-03-2021;HB229014918;NORMAL;No
1665;KDVX-94-3;30-06-2021;2021;51489;206;775;52470;CONTADO   ;PRESENCIAL;BUS       ;06-07-2021; ;NORMAL;No
1298;KFFJ-49-7;31-03-2021;2021;77525;0;0;77525;1ª Cuota  ;PRESENCIAL;STATION WA;27-04-2021;SU047003818;NORMAL;No
1492;KFKW-90-5;25-05-2021;2021;47479;285;1433;49197;CONTADO   ;PRESENCIAL;CAMIONETA ;25-05-2021;CT073000118;NORMAL;No
1353;KFTZ-21-K;05-04-2021;2021;335511;671;5043;341225;CONTADO   ;PRESENCIAL;AUTOMOVIL ;30-04-2021;HB013013218;NORMAL;No
2012;KFZB-28-3;13-08-2021;2021;147315;0;0;147315;2ª Cuota  ;PAGADO INTERNET;CAMIONETA ;24-08-2021;CT176032718;NORMAL;No
944;KFZB-28-3;31-03-2021;2021;145424;0;0;145424;1ª Cuota  ;PRESENCIAL;CAMIONETA ;31-03-2021;CT176032718;NORMAL;No
621;KFZR-99-9;25-03-2021;2021;414327;0;0;414327;CONTADO   ;PRESENCIAL;CAMIONETA ;29-03-2021;CT243007218;NORMAL;No
622;KGJP-63-9;25-03-2021;2021;280084;0;0;280084;CONTADO   ;PRESENCIAL;CAMIONETA ;29-03-2021;CT166006618;NORMAL;No
623;KGJP-64-7;25-03-2021;2021;280084;0;0;280084;CONTADO   ;PRESENCIAL;CAMIONETA ;29-03-2021;CT166006618;NORMAL;No
2155;KGXH-60-2;09-09-2021;2021;209096;1673;3162;213931;2ª Cuota  ;PAGADO INTERNET;CAMIONETA ;10-09-2021;CT176032318;NORMAL;No
885;KGXH-60-2;30-03-2021;2021;206413;0;0;206413;1ª Cuota  ;PRESENCIAL;CAMIONETA ;31-03-2021;CT176032318;NORMAL;No
1232;KHDV-50-1;30-03-2021;2021;251935;0;0;251935;CONTADO   ;PRESENCIAL;CAMIONETA ;27-04-2021;CT166006418;NORMAL;No
446;KHPL-68-3;15-03-2021;2021;155103;0;0;155103;CONTADO   ;PRESENCIAL;STATION WA;16-03-2021;SU111018018;NORMAL;No
352;KHPW-15-3;04-03-2021;2021;225566;0;0;225566;CONTADO   ;PRESENCIAL;STATION WA;04-03-2021;SU099001718;NORMAL;No
360;KHPY-54-7;05-03-2021;2021;39410;0;0;39410;CONTADO   ;PRESENCIAL;AUTOMOVIL ;05-03-2021;HB229015218;NORMAL;No
344;KHTC-68-0;03-03-2021;2021;380174;0;0;380174;CONTADO   ;PRESENCIAL;CAMIONETA ;04-03-2021;CT176032418;NORMAL;No
1149;KHYL-73-3;27-03-2021;2021;449285;0;0;449285;CONTADO   ;PRESENCIAL;CAMIONETA ;31-03-2021;CT235015418;NORMAL;No
1038;KHYP-97-3;15-03-2021;2021;68309;0;0;68309;CONTADO   ;PRESENCIAL;AUTOMOVIL ;31-03-2021;SD050030518;NORMAL;No
1295;KJCR-38-2;31-03-2021;2021;251935;0;0;251935;CONTADO   ;PRESENCIAL;CAMIONETA ;27-04-2021;CT166006418;NORMAL;No
518;KJCZ-89-1;19-03-2021;2021;31528;0;0;31528;CONTADO   ;PRESENCIAL;AUTOMOVIL ;22-03-2021;HB229014918;NORMAL;No
1194;KJDS-99-6;12-04-2021;2021;380174;760;5714;386648;CONTADO   ;PRESENCIAL;CAMIONETA ;28-09-2021;CT176032418;NORMAL;No
2123;KJJT-50-1;01-09-2021;2021;76421;611;1155;78187;2ª Cuota  ;PAGADO INTERNET;STATION WA;28-09-2021;VN050007718;NORMAL;No
816;KJJT-50-1;30-03-2021;2021;75441;0;0;75441;1ª Cuota  ;PRESENCIAL;STATION WA;31-03-2021;VN050007718;NORMAL;No
940;KK-2037-4;31-03-2021;2021;25489;0;0;25489;CONTADO   ;PRESENCIAL;STATION WA;31-03-2021;SD227004293;NORMAL;No
2072;KKHR-12-5;26-08-2021;2021;211758;0;0;211758;2ª Cuota  ;PAGADO INTERNET;CAMIONETA ;28-09-2021;CT235014418;NORMAL;No
1185;KKHR-12-5;29-03-2021;2021;209040;0;0;209040;1ª Cuota  ;PRESENCIAL;CAMIONETA ;26-04-2021;CT235014418;NORMAL;No
1411;KKHX-75-5;04-05-2021;2021;286110;0;4292;290402;CONTADO   ;PRESENCIAL;STATION WA;11-05-2021;SU235015321;FACTURA;No
2286;KKHX-99-2;12-10-2021;2021;156483;626;2357;159466;CONTADO   ;PRESENCIAL;CAMION    ;12-10-2021; ;NORMAL;No
2309;KKSS-70-2;09-10-2021;2021;189707;2276;5759;197742;2ª Cuota  ;PAGADO INTERNET;CAMIONETA ;25-10-2021;CT243007318;NORMAL;No
1564;KKSS-70-2;21-05-2021;2021;187272;1124;5652;194048;1ª Cuota  ;PRESENCIAL;CAMIONETA ;31-05-2021;CT243007318;NORMAL;No
1434;KKYB-45-6;11-05-2021;2021;198171;1189;5981;205341;CONTADO   ;PRESENCIAL;STATION WA;11-05-2021;SU235010618;NORMAL;No
2037;KKYB-84-7;22-08-2021;2021;36404;0;0;36404;2ª Cuota  ;PAGADO INTERNET;AUTOMOVIL ;31-08-2021;HB243024818;NORMAL;No
1073;KKYB-84-7;20-03-2021;2021;35937;0;0;35937;1ª Cuota  ;PRESENCIAL;AUTOMOVIL ;31-03-2021;HB243024818;NORMAL;No
2108;KKYS-46-7;31-08-2021;2021;56145;0;0;56145;2ª Cuota  ;PAGADO INTERNET;STATION WA;28-09-2021;SU197009418;NORMAL;No
1082;KKYS-46-7;22-03-2021;2021;55424;0;0;55424;1ª Cuota  ;PRESENCIAL;STATION WA;31-03-2021;SU197009418;NORMAL;No
2116;KLGH-27-8;01-09-2021;2021;257001;2056;3886;262943;2ª Cuota  ;PAGADO INTERNET;STATION WA;28-09-2021;SU227050619;NORMAL;No
892;KLGH-27-8;30-03-2021;2021;253703;0;0;253703;1ª Cuota  ;PRESENCIAL;STATION WA;31-03-2021;SU227050619;NORMAL;No
757;KLGK-67-K;29-03-2021;2021;296103;0;0;296103;CONTADO   ;PRESENCIAL;CAMIONETA ;16-04-2021;CT050030218;NORMAL;No
1369;KLGL-47-1;10-04-2021;2021;93458;187;1405;95050;CONTADO   ;PRESENCIAL;STATION WA;30-04-2021;SU018000618;NORMAL;No
1005;KLGP-48-2;04-03-2021;2021;75440;0;0;75440;CONTADO   ;PRESENCIAL;CAMIONETA ;31-03-2021;CT091004918;NORMAL;No
929;KN-2050-0;31-03-2021;2021;25489;0;0;25489;CONTADO   ;PRESENCIAL;CAMIONETA ;31-03-2021;CT166001493;NORMAL;No
986;KPTF-52-K;31-03-2021;2021;536680;0;0;536680;CONTADO   ;PRESENCIAL;CAMIONETA ;16-04-2021;CT235014318;NORMAL;No
865;KPTH-25-5;30-03-2021;2021;290848;0;0;290848;CONTADO   ;PRESENCIAL;CAMIONETA ;16-04-2021;CT176032718;NORMAL;No
1051;KPYH-91-5;16-03-2021;2021;327254;0;0;327254;CONTADO   ;PRESENCIAL;FURGON    ;31-03-2021;CO052010918;NORMAL;No
2317;KRFZ-89-K;15-10-2021;2021;227446;5686;24479;257611;CONTADO   ;PAGADO INTERNET;CAMIONETA ;25-10-2021;CT166006918;NORMAL;No
2102;KRHK-65-7;31-08-2021;2021;44769;0;0;44769;2ª Cuota  ;PAGADO INTERNET;AUTOMOVIL ;28-09-2021;SD229005519;NORMAL;No
1252;KRHK-65-7;31-03-2021;2021;44194;0;0;44194;1ª Cuota  ;PRESENCIAL;AUTOMOVIL ;27-04-2021;SD229005519;NORMAL;No
842;KRHT-44-9;30-03-2021;2021;312992;0;0;312992;CONTADO   ;PRESENCIAL;CAMIONETA ;31-03-2021;CT111007519;NORMAL;No
1524;KRJD-99-5;31-05-2021;2021;51489;0;0;51489;CONTADO   ;PRESENCIAL;BUS       ;31-05-2021; ;NORMAL;No
1364;KSKP-19-8;07-04-2021;2021;475879;952;7152;483983;CONTADO   ;PRESENCIAL;CAMIONETA ;30-04-2021;CT243007319;NORMAL;No
378;KSPY-53-5;09-03-2021;2021;93739;0;0;93739;CONTADO   ;PRESENCIAL;STATION WA;09-03-2021;CO077002818;NORMAL;No
1275;KTLW-41-2;31-03-2021;2021;87636;0;0;87636;CONTADO   ;PRESENCIAL;AUTOMOVIL ;27-04-2021;HB111018318;NORMAL;No
2219;KTLZ-50-0;06-09-2021;2021;29560;236;447;30243;2ª Cuota  ;PAGADO INTERNET;AUTOMOVIL ;29-09-2021;HB229010219;NORMAL;No
1454;KTLZ-50-0;01-04-2021;2021;29182;0;0;29182;1ª Cuota  ;PRESENCIAL;AUTOMOVIL ;31-05-2021;HB229010219;NORMAL;No
1148;KTWK-33-8;27-03-2021;2021;319372;0;0;319372;CONTADO   ;PRESENCIAL;FURGON    ;31-03-2021;CO052011319;NORMAL;No
821;KTWK-68-0;30-03-2021;2021;88388;0;0;88388;CONTADO   ;PRESENCIAL;AUTOMOVIL ;31-03-2021;SD197014519;NORMAL;No
1381;KU-7829-3;15-04-2021;2021;25489;51;383;25923;CONTADO   ;PRESENCIAL;CAMIONETA ;30-04-2021;CT050003793;NORMAL;No
340;KVPP-38-K;01-03-2021;2021;60854;0;0;60854;1ª Cuota  ;PRESENCIAL;CAMIONETA ;01-03-2021;CT543001719;NORMAL;No
491;KVPS-17-6;19-03-2021;2021;219282;0;0;219282;CONTADO   ;PRESENCIAL;STATION WA;22-03-2021;SU176023419;NORMAL;No
902;KVSD-76-8;31-03-2021;2021;162704;0;0;162704;CONTADO   ;PRESENCIAL;AUTOMOVIL ;31-03-2021;HB079014519;NORMAL;No
346;KW-8469-K;03-03-2021;2021;42531;0;0;42531;CONTADO   ;PRESENCIAL;CAMIONETA ;03-03-2021;CT225001607;NORMAL;No
1101;KWBL-44-1;24-03-2021;2021;373793;0;0;373793;CONTADO   ;PRESENCIAL;CAMIONETA ;31-03-2021;CT160012019;NORMAL;No
1273;KWYY-57-5;31-03-2021;2021;173198;0;0;173198;1ª Cuota  ;PRESENCIAL;CAMIONETA ;27-04-2021;CT079019919;NORMAL;No
2080;KWYY-57-5;30-08-2021;2021;175449;0;0;175449;2ª Cuota  ;PRESENCIAL;CAMIONETA ;30-08-2021;CT079019919;NORMAL;No
1147;KXDX-20-7;27-03-2021;2021;172694;0;0;172694;CONTADO   ;PRESENCIAL;FURGON    ;31-03-2021;CO052009419;NORMAL;No
1154;KXDX-21-5;27-03-2021;2021;172694;0;0;172694;CONTADO   ;PRESENCIAL;FURGON    ;31-03-2021;CO052009419;NORMAL;No
676;KXFD-80-0;26-03-2021;2021;49168;0;0;49168;CONTADO   ;PRESENCIAL;AUTOMOVIL ;29-03-2021;HB229015219;NORMAL;No
343;KXKW-89-5;03-03-2021;2021;43913;0;0;43913;CONTADO   ;PRESENCIAL;AUTOMOVIL ;03-03-2021;HB229015019;NORMAL;No
2319;KXZG-69-K;18-10-2021;2021;173738;2085;5275;181098;2ª Cuota  ;PAGADO INTERNET;CAMIONETA ;25-10-2021;CT176032819;NORMAL;No
1462;KXZG-69-K;14-04-2021;2021;171509;343;2578;174430;1ª Cuota  ;PRESENCIAL;CAMIONETA ;31-05-2021;CT176032819;NORMAL;No
320;KYSR-53-6;24-02-2021;2021;373793;0;0;373793;CONTADO   ;PRESENCIAL;CAMIONETA ;24-02-2021;CT160012019;NORMAL;No
1070;KYYZ-11-2;18-03-2021;2021;189571;0;0;189571;CONTADO   ;PRESENCIAL;AUTOMOVIL ;31-03-2021;SD132016219;NORMAL;No
609;KYYZ-40-6;24-03-2021;2021;103308;0;0;103308;1ª Cuota  ;PRESENCIAL;STATION WA;25-03-2021;SU079008019;NORMAL;No
2052;KYYZ-40-6;26-08-2021;2021;104650;0;0;104650;2ª Cuota  ;PRESENCIAL;STATION WA;26-08-2021;SU079008019;NORMAL;No
2346;KZCG-14-3;25-10-2021;2021;106647;1280;3238;111165;2ª Cuota  ;PAGADO INTERNET;STATION WA;02-11-2021;SU050012119;NORMAL;No
426;KZCG-14-3;15-03-2021;2021;105278;0;0;105278;1ª Cuota  ;PRESENCIAL;STATION WA;15-03-2021;SU050012119;NORMAL;No
2035;KZKK-21-8;20-08-2021;2021;91534;0;0;91534;2ª Cuota  ;PAGADO INTERNET;JEEP      ;31-08-2021;SU154000819;NORMAL;No
1130;KZKK-21-8;26-03-2021;2021;90360;0;0;90360;1ª Cuota  ;PRESENCIAL;JEEP      ;31-03-2021;SU154000819;NORMAL;No
2014;LBJD-86-2;15-08-2021;2021;29086;0;0;29086;2ª Cuota  ;PAGADO INTERNET;STATION WA;24-08-2021;SU111006708;NORMAL;No
1158;LBJD-86-2;28-03-2021;2021;28714;0;0;28714;1ª Cuota  ;PRESENCIAL;STATION WA;31-03-2021;SU111006708;NORMAL;No
1243;LBKH-53-0;30-03-2021;2021;118649;0;0;118649;1ª Cuota  ;PRESENCIAL;STATION WA;27-04-2021;SU132017719;NORMAL;No
2254;LBKH-53-0;29-09-2021;2021;120191;962;1817;122970;2ª Cuota  ;PRESENCIAL;STATION WA;25-10-2021;SU132017719;NORMAL;No
758;LBXZ-69-0;29-03-2021;2021;368408;0;0;368408;CONTADO   ;PRESENCIAL;CAMIONETA ;16-04-2021;CT050033819;NORMAL;No
2153;LCDH-55-4;08-09-2021;2021;52161;0;0;52161;CONTADO   ;PRESENCIAL;TRACTOR   ;10-09-2021; ;NORMAL;No
1203;LCDK-26-3;12-04-2021;2021;361995;724;5441;368160;CONTADO   ;PRESENCIAL;CAMIONETA ;16-04-2021;CT184000919;NORMAL;No
718;LCDL-38-3;29-03-2021;2021;276785;0;0;276785;1ª Cuota  ;PRESENCIAL;STATION WA;30-03-2021;VN176007219;NORMAL;No
2076;LCDL-38-3;30-08-2021;2021;280382;0;0;280382;2ª Cuota  ;PRESENCIAL;STATION WA;30-08-2021;VN176007219;NORMAL;No
2089;LCDR-64-8;30-08-2021;2021;110496;0;0;110496;2ª Cuota  ;PAGADO INTERNET;STATION WA;28-09-2021;SU176023219;NORMAL;No
857;LCDR-64-8;30-03-2021;2021;109078;0;0;109078;1ª Cuota  ;PRESENCIAL;STATION WA;16-04-2021;SU176023219;NORMAL;No
2071;LCDT-23-3;26-08-2021;2021;70005;0;0;70005;2ª Cuota  ;PAGADO INTERNET;STATION WA;28-09-2021;SU197010119;NORMAL;No
999;LCDT-23-3;02-03-2021;2021;69107;0;0;69107;1ª Cuota  ;PRESENCIAL;STATION WA;31-03-2021;SU197010119;NORMAL;No
1153;LCDT-54-3;27-03-2021;2021;319372;0;0;319372;CONTADO   ;PRESENCIAL;FURGON    ;31-03-2021;CO052011319;NORMAL;No
1152;LCDV-35-3;27-03-2021;2021;172694;0;0;172694;CONTADO   ;PRESENCIAL;FURGON    ;31-03-2021;CO052009419;NORMAL;No
855;LCFS-39-9;30-03-2021;2021;168052;0;0;168052;CONTADO   ;PRESENCIAL;STATION WA;31-03-2021;SU229032219;NORMAL;No
356;LE-2880-5;04-03-2021;2021;25489;0;0;25489;CONTADO   ;PRESENCIAL;CAMIONETA ;04-03-2021;CT176001994;NORMAL;No
646;LFCS-25-7;26-03-2021;2021;430466;0;0;430466;CONTADO   ;PRESENCIAL;CAMIONETA ;29-03-2021;CT079017519;NORMAL;No
1151;LFKT-35-3;27-03-2021;2021;319372;0;0;319372;CONTADO   ;PRESENCIAL;FURGON    ;31-03-2021;CO052011319;NORMAL;No
522;LFKZ-93-2;22-03-2021;2021;39128;0;0;39128;1ª Cuota  ;PRESENCIAL;AUTOMOVIL ;22-03-2021;HB132009219;NORMAL;No
2024;LFKZ-93-2;20-08-2021;2021;39636;0;0;39636;2ª Cuota  ;PRESENCIAL;AUTOMOVIL ;20-08-2021;HB132009219;NORMAL;No
1372;LFLC-42-9;11-04-2021;2021;373793;748;5618;380159;CONTADO   ;PRESENCIAL;CAMIONETA ;30-04-2021;CT160012019;NORMAL;No
1324;LFLD-35-2;01-04-2021;2021;180156;360;2708;183224;CONTADO   ;PRESENCIAL;STATION WA;30-04-2021;SU166003619;NORMAL;No
2229;LFLD-76-K;24-09-2021;2021;120859;967;1827;123653;2ª Cuota  ;PAGADO INTERNET;STATION WA;19-10-2021;SU235014419;NORMAL;No
719;LFLD-76-K;29-03-2021;2021;119308;0;0;119308;1ª Cuota  ;PRESENCIAL;STATION WA;30-03-2021;SU235014419;NORMAL;No
1099;LFZH-62-9;24-03-2021;2021;517164;0;0;517164;CONTADO   ;PRESENCIAL;STATION WA;31-03-2021;SU121005719;NORMAL;No
341;LG-8626-K;02-03-2021;2020;24837;770;4609;30216;CONTADO   ;PRESENCIAL;AUTOMOVIL ;03-03-2021;SD235004794;NORMAL;Si
342;LG-8626-K;02-03-2021;2021;25489;0;0;25489;CONTADO   ;PRESENCIAL;AUTOMOVIL ;03-03-2021;SD235004794;NORMAL;No
966;LGGZ-99-K;31-03-2021;2021;164753;0;0;164753;1ª Cuota  ;PRESENCIAL;CAMIONETA ;31-03-2021;CT166006519;NORMAL;No
2165;LGGZ-99-K;13-09-2021;2021;166895;1335;2523;170753;2ª Cuota  ;PRESENCIAL;CAMIONETA ;14-09-2021;CT166006519;NORMAL;No
1031;LGHJ-28-3;11-03-2021;2021;251840;0;0;251840;CONTADO   ;PRESENCIAL;STATION WA;31-03-2021;SU235015119;NORMAL;No
1042;LGLR-45-8;16-03-2021;2021;414327;0;0;414327;CONTADO   ;PRESENCIAL;CAMIONETA ;31-03-2021;CT166007019;NORMAL;No
1056;LGWX-80-1;17-03-2021;2021;149755;0;0;149755;CONTADO   ;PRESENCIAL;AUTOMOVIL ;31-03-2021;HB132009819;NORMAL;No
955;LHK-071-3;31-03-2021;2021;68751;0;0;68751;CONTADO   ;PRESENCIAL;Moto      ;31-03-2021; ;NORMAL;No
956;LHK-072-1;31-03-2021;2021;76123;0;0;76123;CONTADO   ;PRESENCIAL;Moto      ;31-03-2021; ;NORMAL;No
957;LHK-073-K;31-03-2021;2021;70594;0;0;70594;CONTADO   ;PRESENCIAL;Moto      ;31-03-2021; ;NORMAL;No
1027;LHZP-15-8;10-03-2021;2021;342267;0;0;342267;CONTADO   ;PRESENCIAL;FURGON    ;31-03-2021;CO052010519;NORMAL;No
1161;LHZP-16-6;28-03-2021;2021;319372;0;0;319372;CONTADO   ;PRESENCIAL;FURGON    ;31-03-2021;CO052011319;NORMAL;No
1159;LHZP-17-4;28-03-2021;2021;342267;0;0;342267;CONTADO   ;PRESENCIAL;FURGON    ;31-03-2021;CO052010519;NORMAL;No
1160;LHZP-18-2;28-03-2021;2021;319372;0;0;319372;CONTADO   ;PRESENCIAL;FURGON    ;31-03-2021;CO052011319;NORMAL;No
1114;LHZP-66-2;25-03-2021;2021;131459;0;0;131459;CONTADO   ;PRESENCIAL;STATION WA;31-03-2021;SU197009419;NORMAL;No
1150;LHZS-54-8;27-03-2021;2021;319372;0;0;319372;CONTADO   ;PRESENCIAL;FURGON    ;31-03-2021;CO052011319;NORMAL;No
1270;LHZZ-84-8;31-03-2021;2021;209993;0;0;209993;CONTADO   ;PRESENCIAL;STATION WA;27-04-2021;SU079006319;NORMAL;No
2038;LJ-6522-7;22-08-2021;2021;12910;0;0;12910;2ª Cuota  ;PAGADO INTERNET;CAMIONETA ;31-08-2021;CT166001194;NORMAL;No
1096;LJ-6522-7;23-03-2021;2021;12745;0;0;12745;1ª Cuota  ;PRESENCIAL;CAMIONETA ;31-03-2021;CT166001194;NORMAL;No
2389;LKFR-32-2;09-11-2021;2021;402317;14886;50064;467267;CONTADO   ;PRESENCIAL;CAMIONETA ;10-11-2021;CT111007319;NORMAL;No
2065;LKFT-29-5;25-08-2021;2021;140009;0;0;140009;2ª Cuota  ;PAGADO INTERNET;CAMIONETA ;28-09-2021;CT166006919;NORMAL;No
388;LKFT-29-5;10-03-2021;2021;138212;0;0;138212;1ª Cuota  ;PRESENCIAL;CAMIONETA ;10-03-2021;CT166006919;NORMAL;No
2015;LKFW-20-4;16-08-2021;2021;182292;0;0;182292;2ª Cuota  ;PAGADO INTERNET;CAMIONETA ;24-08-2021;CT166006619;NORMAL;No
832;LKFW-20-4;30-03-2021;2021;179954;0;0;179954;1ª Cuota  ;PRESENCIAL;CAMIONETA ;31-03-2021;CT166006619;NORMAL;No
1054;LKPY-53-1;17-03-2021;2021;474378;0;0;474378;CONTADO   ;PRESENCIAL;STATION WA;31-03-2021;SU243010619;NORMAL;No
1046;LLHC-34-4;16-03-2021;2021;613234;0;0;613234;CONTADO   ;PRESENCIAL;CAMIONETA ;31-03-2021;CT243007419;NORMAL;No
1234;LLHX-11-7;30-03-2021;2021;148911;0;0;148911;CONTADO   ;PRESENCIAL;CAMIONETA ;27-04-2021;CT117001319;NORMAL;No
1205;LLJJ-10-4;13-04-2021;2020;45868;1238;5653;52759;2ª Cuota  ;PRESENCIAL;STATION WA;26-04-2021;SU117002419;NORMAL;No
2114;LLJR-25-0;31-08-2021;2021;51898;0;0;51898;2ª Cuota  ;PAGADO INTERNET;STATION WA;28-09-2021;SU164001019;NORMAL;No
1269;LLJR-25-0;31-03-2021;2021;51233;0;0;51233;1ª Cuota  ;PRESENCIAL;STATION WA;27-04-2021;SU164001019;NORMAL;No
2208;LLLC-58-8;01-09-2021;2021;105220;842;1591;107653;2ª Cuota  ;PAGADO INTERNET;STATION WA;28-09-2021;SU229031119;NORMAL;No
1228;LLLC-58-8;30-03-2021;2021;103871;0;0;103871;1ª Cuota  ;PRESENCIAL;STATION WA;27-04-2021;SU229031119;NORMAL;No
2252;LLRK-14-6;30-09-2021;2021;104322;0;0;104322;CONTADO   ;PRESENCIAL;CAMION    ;30-09-2021; ;NORMAL;No
1529;LLRP-94-3;31-05-2021;2021;51489;0;0;51489;CONTADO   ;PRESENCIAL;MINIBUS ES;31-05-2021; ;NORMAL;No
941;LN-4408-8;31-03-2021;2021;25489;0;0;25489;CONTADO   ;PRESENCIAL;CAMIONETA ;31-03-2021;CT235003194;NORMAL;No
1969;LPHG-76-8;06-08-2021;2021;213357;0;6401;219758;CONTADO   ;PRESENCIAL;CAMIONETA ;06-08-2021;CT159001221;FACTURA;No
2222;LPVC-59-3;13-09-2021;2021;114631;917;1733;117281;2ª Cuota  ;PAGADO INTERNET;STATION WA;29-09-2021;SU160005919;NORMAL;No
1174;LPVC-59-3;29-03-2021;2021;113160;0;0;113160;1ª Cuota  ;PRESENCIAL;STATION WA;26-04-2021;SU160005919;NORMAL;No
973;LPVK-33-8;01-04-2021;2021;354795;0;5322;360117;CONTADO   ;PRESENCIAL;FURGON    ;16-04-2021;CO052011320;NORMAL;No
1197;LRBC-63-9;12-04-2021;2021;799232;1598;12012;812842;CONTADO   ;PRESENCIAL;STATION WA;16-04-2021;SU235014119;NORMAL;No
