PATENTE;FECHA EMISION;AÑO DEL PERMISO;TOTAL A PAGAR;TIPO PAGO;MODALIDAD PAGO;TIPO VEHICULO;CODIGO SII;CLASIFICACION;FONDO A TERCERO;COMUNA FONDO TERCERO
KTLZ-50-0;02-06-2023;2023;70251;CONTADO   ;PRESENCIAL;AUTOMOVIL ;HB229010219;NORMAL;No;
KTWK-33-8;22-03-2023;2023;288106;CONTADO   ;PAGO ONLINE;FURGON    ;CO052011319;NORMAL;No;
KTWR-17-8;27-03-2023;2023;96547;CONTADO   ;PAGO ONLINE;STATION WA;SU117004920;NORMAL;No;
KV-7703-8;28-03-2023;2023;30885;CONTADO   ;PRESENCIAL;JEEP      ;SU059000593;NORMAL;No;
KVPF-36-9;30-03-2023;2023;115676;1ª Cuota  ;PRESENCIAL;STATION WA;SU132016818;NORMAL;No;
KVPF-36-9;27-09-2023;2023;119414;2ª Cuota  ;PAGO ONLINE;STATION WA;SU132016818;NORMAL;No;
KVPS-17-6;22-03-2023;2023;210050;CONTADO   ;PRESENCIAL;STATION WA;SU176023419;NORMAL;No;
KVSD-76-8;29-03-2023;2023;146775;CONTADO   ;PAGO ONLINE;AUTOMOVIL ;HB079014519;NORMAL;No;
KW-7669-7;27-03-2023;2023;32619;CONTADO   ;PRESENCIAL;CAMIONETA ;CT111003807;NORMAL;No;
KWBL-44-1;16-03-2023;2023;337198;CONTADO   ;PAGO ONLINE;CAMIONETA ;CT160012019;NORMAL;No;
KWDJ-41-5;30-08-2023;2023;40876;2ª Cuota  ;PRESENCIAL;AUTOMOVIL ;HB229014419;NORMAL;No;
KWDJ-41-5;31-03-2023;2023;40313;1ª Cuota  ;PAGO ONLINE;AUTOMOVIL ;HB229014419;NORMAL;No;
KWYY-57-5;02-10-2023;2023;192486;2ª Cuota  ;PAGO ONLINE;CAMIONETA ;CT079019919;NORMAL;No;
KWYY-57-5;31-03-2023;2023;183746;1ª Cuota  ;PAGO ONLINE;CAMIONETA ;CT079019919;NORMAL;No;
KXDX-20-7;03-04-2023;2023;157965;CONTADO   ;PAGO ONLINE;FURGON    ;CO052009419;NORMAL;No;
KXDX-21-5;22-03-2023;2023;155787;CONTADO   ;PAGO ONLINE;FURGON    ;CO052009419;NORMAL;No;
KXFD-80-0;09-06-2023;2023;46949;CONTADO   ;PRESENCIAL;AUTOMOVIL ;HB229015219;NORMAL;No;
KXFD-80-0;20-02-2023;2022;64047;CONTADO   ;PRESENCIAL;AUTOMOVIL ;HB229015219;NORMAL;No;
KXKF-21-3;28-03-2023;2023;38483;1ª Cuota  ;PRESENCIAL;AUTOMOVIL ;SD197015019;NORMAL;No;
KXKF-73-6;22-03-2023;2023;150264;1ª Cuota  ;PRESENCIAL;CAMIONETA ;CT050034119;NORMAL;No;
KXKF-73-6;31-08-2023;2023;152217;2ª Cuota  ;PAGO ONLINE;CAMIONETA ;CT050034119;NORMAL;No;
KXKW-89-5;16-03-2023;2023;37721;CONTADO   ;PRESENCIAL;AUTOMOVIL ;HB229015019;NORMAL;No;
KXPR-87-K;13-03-2023;2023;337198;CONTADO   ;PAGO ONLINE;CAMIONETA ;CT160012019;NORMAL;No;
KXXS-92-0;13-03-2023;2023;37721;CONTADO   ;PRESENCIAL;AUTOMOVIL ;HB229015019;NORMAL;No;
KYSR-53-6;24-03-2023;2023;337198;CONTADO   ;PRESENCIAL;CAMIONETA ;CT160012019;NORMAL;No;
KYYZ-11-2;29-03-2023;2023;181590;CONTADO   ;PRESENCIAL;AUTOMOVIL ;SD132016219;NORMAL;No;
KYYZ-40-6;21-08-2023;2023;100343;2ª Cuota  ;PRESENCIAL;STATION WA;SU079008019;NORMAL;No;
KYYZ-40-6;22-03-2023;2023;98958;1ª Cuota  ;PRESENCIAL;STATION WA;SU079008019;NORMAL;No;
KYZD-89-6;30-05-2023;2023;442191;CONTADO   ;PRESENCIAL;CAMIONETA ;CT160012619;NORMAL;No;
KYZK-61-8;13-06-2023;2023;402113;CONTADO   ;PRESENCIAL;CAMIONETA ;CT050035019;NORMAL;No;
KZCG-14-3;21-08-2023;2023;96301;2ª Cuota  ;PRESENCIAL;STATION WA;SU050012119;NORMAL;No;
KZCG-14-3;21-03-2023;2023;94971;1ª Cuota  ;PAGO ONLINE;STATION WA;SU050012119;NORMAL;No;
KZKH-95-9;20-04-2023;2023;239185;CONTADO   ;PRESENCIAL;CAMIONETA ;CT154004919;NORMAL;No;
KZKK-21-8;13-03-2023;2023;189440;CONTADO   ;PAGO ONLINE;JEEP      ;SU154000819;NORMAL;No;
LA-1202-1;29-03-2023;2023;15443;1ª Cuota  ;PRESENCIAL;CAMIONETA ;CT079002394;NORMAL;No;
LA-1202-1;20-11-2023;2023;16528;2ª Cuota  ;PAGO ONLINE;CAMIONETA ;CT079002394;NORMAL;No;
LBKH-53-0;30-03-2023;2023;227308;CONTADO   ;PAGO ONLINE;STATION WA;SU132017719;NORMAL;No;
LBLX-15-K;02-10-2023;2023;126652;CONTADO   ;PRESENCIAL;CAMION    ; ;NORMAL;No;
LBTL-15-5;28-03-2023;2023;253871;CONTADO   ;PRESENCIAL;CAMIONETA ;CT160011419;NORMAL;No;
LBXZ-69-0;31-03-2023;2023;332341;CONTADO   ;PRESENCIAL;CAMIONETA ;CT050033819;NORMAL;No;
LCDH-55-4;25-09-2023;2023;63326;CONTADO   ;PRESENCIAL;TRACTOR   ; ;NORMAL;No;
LCDH-56-2;10-08-2023;2023;230044;2ª Cuota  ;PAGO ONLINE;CAMIONETA ;CT166006521;NORMAL;No;
LCDH-56-2;25-03-2023;2023;227092;1ª Cuota  ;PAGO ONLINE;CAMIONETA ;CT166006521;NORMAL;No;
LCDK-26-3;29-08-2023;2023;111544;2ª Cuota  ;PRESENCIAL;CAMIONETA ;CT184000919;NORMAL;No;
LCDK-26-3;29-03-2023;2023;110004;1ª Cuota  ;PRESENCIAL;CAMIONETA ;CT184000919;NORMAL;No;
LCDL-38-3;26-05-2023;2023;551634;CONTADO   ;PRESENCIAL;STATION WA;VN176007219;NORMAL;No;
LCDT-23-3;31-03-2023;2023;124683;CONTADO   ;PAGO ONLINE;STATION WA;SU197010119;NORMAL;No;
LCDT-54-3;22-03-2023;2023;288106;CONTADO   ;PAGO ONLINE;FURGON    ;CO052011319;NORMAL;No;
LCDV-35-3;22-03-2023;2023;155787;CONTADO   ;PAGO ONLINE;FURGON    ;CO052009419;NORMAL;No;
LCFS-39-9;22-03-2023;2023;160977;CONTADO   ;PRESENCIAL;STATION WA;SU229032219;NORMAL;No;
LE-2746-9;02-03-2023;2023;30885;CONTADO   ;PRESENCIAL;CAMIONETA ;CT111000294;NORMAL;No;
LE-4551-3;15-03-2023;2023;30885;CONTADO   ;PRESENCIAL;CAMIONETA ;CT235003594;NORMAL;No;
LFCV-80-2;27-03-2023;2023;371300;CONTADO   ;PRESENCIAL;CAMIONETA ;CT235015020;NORMAL;No;
LFCW-82-5;18-08-2023;2023;152249;2ª Cuota  ;PRESENCIAL;CAMIONETA ;CT235014619;NORMAL;No;
LFCW-82-5;08-03-2023;2023;150147;1ª Cuota  ;PRESENCIAL;CAMIONETA ;CT235014619;NORMAL;No;
LFKT-35-3;22-03-2023;2023;288106;CONTADO   ;PAGO ONLINE;FURGON    ;CO052011319;NORMAL;No;
LFKZ-93-2;22-08-2023;2023;38275;2ª Cuota  ;PAGO ONLINE;AUTOMOVIL ;HB132009219;NORMAL;No;
LFKZ-93-2;21-03-2023;2023;37784;1ª Cuota  ;PAGO ONLINE;AUTOMOVIL ;HB132009219;NORMAL;No;
LFLC-42-9;31-03-2023;2023;337198;CONTADO   ;PAGO ONLINE;CAMIONETA ;CT160012019;NORMAL;No;
LFLD-35-2;28-03-2023;2023;191128;CONTADO   ;PAGO ONLINE;STATION WA;SU166003619;NORMAL;No;
LFLD-76-K;30-03-2023;2023;114285;1ª Cuota  ;PRESENCIAL;STATION WA;SU235014419;NORMAL;No;
LFLD-76-K;13-09-2023;2023;117978;2ª Cuota  ;PAGO ONLINE;STATION WA;SU235014419;NORMAL;No;
LFPT-85-6;31-08-2023;2023;308349;2ª Cuota  ;PAGO ONLINE;STATION WA;SU121005619;NORMAL;No;
LFPT-85-6;30-03-2023;2023;304392;1ª Cuota  ;PAGO ONLINE;STATION WA;SU121005619;NORMAL;No;
LFXX-46-2;30-03-2023;2023;333135;CONTADO   ;PRESENCIAL;CAMIONETA ;CT176032719;NORMAL;No;
LFZH-62-9;31-03-2023;2023;548659;CONTADO   ;PAGO ONLINE;STATION WA;SU121005719;NORMAL;No;
LGHJ-28-3;21-08-2023;2023;116761;2ª Cuota  ;PAGO ONLINE;STATION WA;SU235015119;NORMAL;No;
LGHJ-28-3;12-03-2023;2023;115263;1ª Cuota  ;PAGO ONLINE;STATION WA;SU235015119;NORMAL;No;
LGWX-80-1;11-03-2023;2023;143451;CONTADO   ;PAGO ONLINE;AUTOMOVIL ;HB132009819;NORMAL;No;
LH-8507-1;11-12-2023;2023;200910;CONTADO   ;PRESENCIAL;CAMION    ; ;NORMAL;No;
LH-8507-1;11-12-2023;2022;230758;CONTADO   ;PRESENCIAL;CAMION    ; ;NORMAL;Si;PURRANQUE                     
LH-8507-1;11-12-2023;2021;268008;CONTADO   ;PRESENCIAL;CAMION    ; ;NORMAL;Si;PURRANQUE                     
LHJP-13-0;03-08-2023;2023;60066;2ª Cuota  ;PAGO ONLINE;STATION WA;SU197009419;NORMAL;No;
LHJP-13-0;21-03-2023;2023;59295;1ª Cuota  ;PAGO ONLINE;STATION WA;SU197009419;NORMAL;No;
LHJT-80-2;04-05-2023;2023;32398;CONTADO   ;PRESENCIAL;AUTOMOVIL ;HB229015119;NORMAL;No;
LHK-071-3;23-03-2023;2023;62276;CONTADO   ;PRESENCIAL;Moto      ; ;NORMAL;No;
LHK-072-1;23-03-2023;2023;69648;CONTADO   ;PRESENCIAL;Moto      ; ;NORMAL;No;
LHK-073-K;23-03-2023;2023;64119;CONTADO   ;PRESENCIAL;Moto      ; ;NORMAL;No;
LHZP-15-8;22-03-2023;2023;311681;CONTADO   ;PAGO ONLINE;FURGON    ;CO052010519;NORMAL;No;
LHZP-16-6;22-03-2023;2023;288106;CONTADO   ;PAGO ONLINE;FURGON    ;CO052011319;NORMAL;No;
LHZP-17-4;22-03-2023;2023;311681;CONTADO   ;PAGO ONLINE;FURGON    ;CO052010519;NORMAL;No;
LHZP-18-2;22-03-2023;2023;288106;CONTADO   ;PAGO ONLINE;FURGON    ;CO052011319;NORMAL;No;
LHZP-66-2;21-03-2023;2023;118589;CONTADO   ;PAGO ONLINE;STATION WA;SU197009419;NORMAL;No;
LHZS-54-8;22-03-2023;2023;288106;CONTADO   ;PAGO ONLINE;FURGON    ;CO052011319;NORMAL;No;
LHZZ-84-8;29-03-2023;2023;221291;CONTADO   ;PAGO ONLINE;STATION WA;SU079006319;NORMAL;No;
LJ-6522-7;28-08-2023;2023;15644;2ª Cuota  ;PAGO ONLINE;CAMIONETA ;CT166001194;NORMAL;No;
LJ-6522-7;29-03-2023;2023;15443;1ª Cuota  ;PAGO ONLINE;CAMIONETA ;CT166001194;NORMAL;No;
LJBB-35-K;14-03-2023;2023;337198;CONTADO   ;PRESENCIAL;CAMIONETA ;CT160012019;NORMAL;No;
LK-1972-6;28-04-2023;2023;31348;CONTADO   ;PAGO ONLINE;CAMIONETA ;CT176003395;NORMAL;No;
LKFR-32-2;22-03-2023;2023;362930;CONTADO   ;PRESENCIAL;CAMIONETA ;CT111007319;NORMAL;No;
LKFT-29-5;09-03-2023;2023;249362;CONTADO   ;PAGO ONLINE;CAMIONETA ;CT166006919;NORMAL;No;
LKFW-20-4;31-08-2023;2023;164609;2ª Cuota  ;PRESENCIAL;CAMIONETA ;CT166006619;NORMAL;No;
LKFW-20-4;20-03-2023;2023;162336;1ª Cuota  ;PAGO ONLINE;CAMIONETA ;CT166006619;NORMAL;No;
LKLS-63-6;30-03-2023;2023;104486;1ª Cuota  ;PRESENCIAL;STATION WA;SU176023219;NORMAL;No;
LKLS-63-6;30-03-2023;2022;139095;2ª Cuota  ;PRESENCIAL;STATION WA;SU176023219;NORMAL;No;
LKXS-71-6;20-04-2023;2023;196286;CONTADO   ;PAGO ONLINE;STATION WA;SU050015019;NORMAL;No;
LL-9679-2;04-04-2023;2022;67390;CONTADO   ;PRESENCIAL;CAMION    ; ;NORMAL;No;
LL-9679-2;04-04-2023;2021;79360;CONTADO   ;PRESENCIAL;CAMION    ; ;NORMAL;No;
LL-9679-2;04-04-2023;2020;91268;CONTADO   ;PRESENCIAL;CAMION    ; ;NORMAL;No;
LLHX-11-7;22-06-2023;2023;142694;CONTADO   ;PAGO ONLINE;CAMIONETA ;CT117001319;NORMAL;No;
LLLC-58-8;31-03-2023;2023;99498;1ª Cuota  ;PRESENCIAL;STATION WA;SU229031119;NORMAL;No;
LLLC-58-8;31-03-2023;2022;132454;2ª Cuota  ;PRESENCIAL;STATION WA;SU229031119;NORMAL;No;
LLLC-58-8;31-08-2023;2023;100791;2ª Cuota  ;PAGO ONLINE;STATION WA;SU229031119;NORMAL;No;
LLRK-14-6;06-10-2023;2023;128681;CONTADO   ;PRESENCIAL;CAMION    ; ;NORMAL;No;
LLRP-94-3;23-05-2023;2023;62450;CONTADO   ;PRESENCIAL;MINIBUS ES; ;NORMAL;No;
LN-4408-8;17-03-2023;2023;30885;CONTADO   ;PRESENCIAL;CAMIONETA ;CT235003194;NORMAL;No;
LPHG-76-8;03-04-2023;2023;241903;CONTADO   ;PAGO ONLINE;CAMIONETA ;CT159001221;NORMAL;No;
LPVC-59-3;15-09-2023;2023;111916;2ª Cuota  ;PAGO ONLINE;STATION WA;SU160005919;NORMAL;No;
LPVC-59-3;30-03-2023;2023;108414;1ª Cuota  ;PAGO ONLINE;STATION WA;SU160005919;NORMAL;No;
LPVK-27-3;29-08-2023;2023;105417;2ª Cuota  ;PRESENCIAL;STATION WA;SU225008920;NORMAL;No;
LPVK-27-3;30-03-2023;2023;103962;1ª Cuota  ;PRESENCIAL;STATION WA;SU225008920;NORMAL;No;
LPVK-33-8;22-03-2023;2023;320060;CONTADO   ;PAGO ONLINE;FURGON    ;CO052011320;NORMAL;No;
LRBC-63-9;30-03-2023;2022;509587;2ª Cuota  ;PRESENCIAL;STATION WA;SU235014119;NORMAL;No;
LRBC-63-9;31-03-2023;2023;765584;CONTADO   ;PAGO ONLINE;STATION WA;SU235014119;NORMAL;No;
LRKZ-30-5;24-03-2023;2023;129159;CONTADO   ;PRESENCIAL;AUTOMOVIL ;HB132009719;NORMAL;No;
LRYS-98-6;22-03-2023;2023;308094;CONTADO   ;PAGO ONLINE;FURGON    ;CO181000420;NORMAL;No;
LSBG-87-K;26-04-2023;2023;275417;CONTADO   ;PAGO ONLINE;STATION WA;SU160007520;NORMAL;No;
LSBG-87-K;06-04-2023;2022;182893;2ª Cuota  ;PAGO ONLINE;STATION WA;SU160007520;NORMAL;No;
LSCF-46-1;24-03-2023;2023;75383;1ª Cuota  ;PRESENCIAL;AUTOMOVIL ;HB229015519;NORMAL;No;
LSCF-46-1;31-08-2023;2023;76363;2ª Cuota  ;PAGO ONLINE;AUTOMOVIL ;HB229015519;NORMAL;No;
LSTV-14-0;29-03-2023;2023;151198;CONTADO   ;PRESENCIAL;AUTOMOVIL ;HB229015420;NORMAL;No;
LSTY-74-3;01-09-2023;2023;68047;2ª Cuota  ;PAGO ONLINE;STATION WA;SU197009420;NORMAL;No;
LSTY-74-3;30-03-2023;2023;65917;1ª Cuota  ;PAGO ONLINE;STATION WA;SU197009420;NORMAL;No;
LSYV-69-K;11-03-2023;2023;637093;CONTADO   ;PAGO ONLINE;FURGON    ;CO052011520;NORMAL;No;
LTLB-75-9;27-03-2023;2023;515212;CONTADO   ;PAGO ONLINE;CAMIONETA ;CT079020119;NORMAL;No;
LU-2391-1;05-04-2023;2023;15675;1ª Cuota  ;PAGO ONLINE;AUTOMOVIL ;SD227006595;NORMAL;No;
LVLT-50-7;10-04-2023;2023;372859;CONTADO   ;PRESENCIAL;CAMIONETA ;CT166006620;NORMAL;No;
LVLV-18-K;31-03-2023;2023;565714;CONTADO   ;PRESENCIAL;CAMIONETA ;CT243007220;NORMAL;No;
LWPY-38-9;27-03-2023;2023;100133;CONTADO   ;PRESENCIAL;AUTOMOVIL ;SD132019720;NORMAL;No;
LWRP-92-3;30-05-2023;2023;62450;CONTADO   ;PRESENCIAL;BUS       ; ;NORMAL;No;
LWRS-86-8;04-04-2023;2023;235425;CONTADO   ;PRESENCIAL;AUTOMOVIL ;SU227048320;NORMAL;No;
LWRW-11-5;03-04-2023;2023;138588;CONTADO   ;PRESENCIAL;CAMIONETA ;CT543001720;NORMAL;No;
LWRZ-25-4;31-03-2023;2023;100133;CONTADO   ;PAGO ONLINE;AUTOMOVIL ;SD132019720;NORMAL;No;
LWSH-73-0;01-09-2023;2023;68305;2ª Cuota  ;PAGO ONLINE;AUTOMOVIL ;HB050018820;NORMAL;No;
LWSH-73-0;31-03-2023;2023;66168;1ª Cuota  ;PAGO ONLINE;AUTOMOVIL ;HB050018820;NORMAL;No;
LWZV-53-2;22-03-2023;2023;121128;CONTADO   ;PRESENCIAL;STATION WA;SU099000416;NORMAL;No;
LXDJ-37-5;31-03-2023;2023;498712;CONTADO   ;PRESENCIAL;CAMIONETA ;CT243007620;NORMAL;No;
LXDJ-45-6;31-03-2023;2023;498712;CONTADO   ;PRESENCIAL;CAMIONETA ;CT243007620;NORMAL;No;
LXDJ-47-2;31-03-2023;2023;498712;CONTADO   ;PRESENCIAL;CAMIONETA ;CT243007620;NORMAL;No;
LXDJ-48-0;31-03-2023;2023;498712;CONTADO   ;PRESENCIAL;CAMIONETA ;CT243007620;NORMAL;No;
LXDJ-49-9;31-03-2023;2023;498712;CONTADO   ;PRESENCIAL;CAMIONETA ;CT243007620;NORMAL;No;
LXDJ-50-2;31-03-2023;2023;498712;CONTADO   ;PRESENCIAL;CAMIONETA ;CT243007620;NORMAL;No;
LXDJ-51-0;31-03-2023;2023;498712;CONTADO   ;PRESENCIAL;CAMIONETA ;CT243007620;NORMAL;No;
LXDJ-52-9;31-03-2023;2023;498712;CONTADO   ;PRESENCIAL;CAMIONETA ;CT243007620;NORMAL;No;
LXDJ-53-7;31-03-2023;2023;498712;CONTADO   ;PRESENCIAL;CAMIONETA ;CT243007620;NORMAL;No;
LXDJ-55-3;04-04-2023;2023;662650;CONTADO   ;PRESENCIAL;CAMIONETA ;CT243007420;NORMAL;No;
LXDJ-56-1;31-03-2023;2023;652857;CONTADO   ;PRESENCIAL;CAMIONETA ;CT243007420;NORMAL;No;
LXDJ-58-8;31-03-2023;2023;652857;CONTADO   ;PRESENCIAL;CAMIONETA ;CT243007420;NORMAL;No;
LXDJ-59-6;31-03-2023;2023;565714;CONTADO   ;PRESENCIAL;CAMIONETA ;CT243007220;NORMAL;No;
LXDJ-61-8;31-03-2023;2023;565714;CONTADO   ;PRESENCIAL;CAMIONETA ;CT243007220;NORMAL;No;
LXDJ-63-4;31-03-2023;2023;565714;CONTADO   ;PRESENCIAL;CAMIONETA ;CT243007220;NORMAL;No;
LXDK-18-5;31-03-2023;2023;498712;CONTADO   ;PRESENCIAL;CAMIONETA ;CT243007620;NORMAL;No;
LXDK-20-7;31-03-2023;2023;498712;CONTADO   ;PRESENCIAL;CAMIONETA ;CT243007620;NORMAL;No;
LXDK-23-1;31-03-2023;2023;498712;CONTADO   ;PRESENCIAL;CAMIONETA ;CT243007620;NORMAL;No;
LXDK-24-K;31-03-2023;2023;498712;CONTADO   ;PRESENCIAL;CAMIONETA ;CT243007620;NORMAL;No;
LXDK-25-8;31-03-2023;2023;498712;CONTADO   ;PRESENCIAL;CAMIONETA ;CT243007620;NORMAL;No;
LXDK-26-6;31-03-2023;2023;498712;CONTADO   ;PRESENCIAL;CAMIONETA ;CT243007620;NORMAL;No;
LXDK-27-4;31-03-2023;2023;498712;CONTADO   ;PRESENCIAL;CAMIONETA ;CT243007620;NORMAL;No;
LXDK-28-2;31-03-2023;2023;498712;CONTADO   ;PRESENCIAL;CAMIONETA ;CT243007620;NORMAL;No;
LXDK-29-0;31-03-2023;2023;498712;CONTADO   ;PRESENCIAL;CAMIONETA ;CT243007620;NORMAL;No;
LXHT-84-4;30-03-2023;2023;207231;1ª Cuota  ;PRESENCIAL;CAMIONETA ;CT160012020;NORMAL;No;
LXVP-57-6;31-03-2023;2023;652857;CONTADO   ;PRESENCIAL;CAMIONETA ;CT243007420;NORMAL;No;
LXVP-58-4;31-03-2023;2023;652857;CONTADO   ;PRESENCIAL;CAMIONETA ;CT243007420;NORMAL;No;
LXVP-59-2;31-03-2023;2023;652857;CONTADO   ;PRESENCIAL;CAMIONETA ;CT243007420;NORMAL;No;
LXVP-60-6;31-03-2023;2023;652857;CONTADO   ;PRESENCIAL;CAMIONETA ;CT243007420;NORMAL;No;
LXVP-62-2;31-03-2023;2023;498712;CONTADO   ;PRESENCIAL;CAMIONETA ;CT243007620;NORMAL;No;
LXVP-63-0;31-03-2023;2023;498712;CONTADO   ;PRESENCIAL;CAMIONETA ;CT243007620;NORMAL;No;
LXVP-64-9;31-03-2023;2023;498712;CONTADO   ;PRESENCIAL;CAMIONETA ;CT243007620;NORMAL;No;
LXVP-65-7;31-03-2023;2023;498712;CONTADO   ;PRESENCIAL;CAMIONETA ;CT243007620;NORMAL;No;
LXVP-66-5;31-03-2023;2023;498712;CONTADO   ;PRESENCIAL;CAMIONETA ;CT243007620;NORMAL;No;
LXVP-68-1;03-08-2023;2023;252847;2ª Cuota  ;PRESENCIAL;CAMIONETA ;CT243007620;NORMAL;No;
LXVP-68-1;31-03-2023;2023;249356;1ª Cuota  ;PRESENCIAL;CAMIONETA ;CT243007620;NORMAL;No;
LXVP-69-K;31-03-2023;2023;498712;CONTADO   ;PRESENCIAL;CAMIONETA ;CT243007620;NORMAL;No;
LXVP-71-1;31-03-2023;2023;498712;CONTADO   ;PRESENCIAL;CAMIONETA ;CT243007620;NORMAL;No;
LXVP-72-K;31-03-2023;2023;498712;CONTADO   ;PRESENCIAL;CAMIONETA ;CT243007620;NORMAL;No;
LXVP-73-8;31-03-2023;2023;498712;CONTADO   ;PRESENCIAL;CAMIONETA ;CT243007620;NORMAL;No;
LXVR-79-K;31-03-2023;2023;498712;CONTADO   ;PRESENCIAL;CAMIONETA ;CT243007620;NORMAL;No;
LXVW-39-6;31-03-2023;2023;565714;CONTADO   ;PRESENCIAL;CAMIONETA ;CT243007220;NORMAL;No;
LXVW-41-8;31-03-2023;2023;498712;CONTADO   ;PRESENCIAL;CAMIONETA ;CT243007620;NORMAL;No;
LXVW-42-6;31-03-2023;2023;498712;CONTADO   ;PRESENCIAL;CAMIONETA ;CT243007620;NORMAL;No;
LXVW-43-4;31-03-2023;2023;498712;CONTADO   ;PRESENCIAL;CAMIONETA ;CT243007620;NORMAL;No;
LYDK-11-2;31-03-2023;2023;498712;CONTADO   ;PRESENCIAL;CAMIONETA ;CT243007620;NORMAL;No;
LYDK-12-0;31-03-2023;2023;498712;CONTADO   ;PRESENCIAL;CAMIONETA ;CT243007620;NORMAL;No;
LYDK-13-9;31-03-2023;2023;498712;CONTADO   ;PRESENCIAL;CAMIONETA ;CT243007620;NORMAL;No;
LYDK-14-7;31-03-2023;2023;498712;CONTADO   ;PRESENCIAL;CAMIONETA ;CT243007620;NORMAL;No;
LYDK-15-5;31-03-2023;2023;498712;CONTADO   ;PRESENCIAL;CAMIONETA ;CT243007620;NORMAL;No;
LYDK-16-3;31-03-2023;2023;498712;CONTADO   ;PRESENCIAL;CAMIONETA ;CT243007620;NORMAL;No;
LYDK-18-K;31-03-2023;2023;498712;CONTADO   ;PRESENCIAL;CAMIONETA ;CT243007620;NORMAL;No;
LYDK-19-8;03-08-2023;2023;252847;2ª Cuota  ;PRESENCIAL;CAMIONETA ;CT243007620;NORMAL;No;
LYDK-19-8;31-03-2023;2023;249356;1ª Cuota  ;PRESENCIAL;CAMIONETA ;CT243007620;NORMAL;No;
LYDK-20-1;31-03-2023;2023;498712;CONTADO   ;PRESENCIAL;CAMIONETA ;CT243007620;NORMAL;No;
LYDK-21-K;31-03-2023;2023;498712;CONTADO   ;PRESENCIAL;CAMIONETA ;CT243007620;NORMAL;No;
LYDK-23-6;31-03-2023;2023;498712;CONTADO   ;PRESENCIAL;CAMIONETA ;CT243007620;NORMAL;No;
LYDK-24-4;31-03-2023;2023;498712;CONTADO   ;PRESENCIAL;CAMIONETA ;CT243007620;NORMAL;No;
LYZX-87-9;29-09-2023;2023;43030;2ª Cuota  ;PAGO ONLINE;AUTOMOVIL ;HB132009220;NORMAL;No;
LYZX-87-9;31-03-2023;2023;41683;1ª Cuota  ;PAGO ONLINE;AUTOMOVIL ;HB132009220;NORMAL;No;
LYZY-20-4;27-03-2023;2023;66063;CONTADO   ;PRESENCIAL;AUTOMOVIL ;HB229014319;NORMAL;No;
LZBF-54-4;24-08-2023;2023;116572;2ª Cuota  ;PAGO ONLINE;STATION WA;SU229029520;NORMAL;No;
LZBF-54-4;13-03-2023;2023;115076;1ª Cuota  ;PAGO ONLINE;STATION WA;SU229029520;NORMAL;No;
LZDJ-91-9;29-03-2023;2023;137384;CONTADO   ;PRESENCIAL;STATION WA;SU035001320;NORMAL;No;
LZDL-81-4;14-08-2023;2023;233345;2ª Cuota  ;PAGO ONLINE;STATION WA;SU079007320;NORMAL;No;
LZDL-81-4;17-03-2023;2023;230350;1ª Cuota  ;PAGO ONLINE;STATION WA;SU079007320;NORMAL;No;
MK-0465-9;29-03-2023;2023;30885;CONTADO   ;PAGO ONLINE;MOTO      ;MT106023013;NORMAL;No;
MN-0734-5;03-04-2023;2023;31348;CONTADO   ;PRESENCIAL;Moto      ;MT070000513;NORMAL;No;
MX-2221-3;29-03-2023;2023;30885;CONTADO   ;PRESENCIAL;AUTOMOVIL ;SD176021407;NORMAL;No;
MY-2709-1;09-03-2023;2023;30885;CONTADO   ;PAGO ONLINE;AUTOMOVIL ;HB229009207;NORMAL;No;
MY-5140-5;02-06-2023;2023;32695;CONTADO   ;PRESENCIAL;AUTOMOVIL ;HB111004407;NORMAL;No;
MY-6190-7;25-09-2023;2023;38688;CONTADO   ;PRESENCIAL;STATION WA;SU229020807;NORMAL;No;
MY-6190-7;25-09-2023;2022;54882;CONTADO   ;PRESENCIAL;STATION WA;SU229020807;NORMAL;Si;VALDIVIA                      
MY-6190-7;25-09-2023;2021;72839;CONTADO   ;PRESENCIAL;STATION WA;SU229020807;NORMAL;Si;VALDIVIA                      
MY-6190-7;25-09-2023;2020;95738;CONTADO   ;PRESENCIAL;STATION WA;SU229020807;NORMAL;Si;VALDIVIA                      
MZ-6126-0;07-09-2023;2023;31663;CONTADO   ;PRESENCIAL;RETROEXCAV; ;NORMAL;No;
NC-2983-0;28-03-2023;2023;30885;CONTADO   ;PAGO ONLINE;STATION WA;SU227005496;NORMAL;No;
NC-4586-0;13-03-2023;2023;30885;CONTADO   ;PRESENCIAL;STATION WA;SU181001095;NORMAL;No;
ND-7307-9;06-04-2023;2023;31348;CONTADO   ;PAGO ONLINE;CAMIONETA ;CT235003595;NORMAL;No;
NE-3508-2;28-03-2023;2023;30885;CONTADO   ;PAGO ONLINE;CAMIONETA ;CT176001795;NORMAL;No;
NE-7940-3;28-03-2023;2023;30885;CONTADO   ;PRESENCIAL;CAMIONETA ;CT050005295;NORMAL;No;
NJ-3014-1;27-03-2023;2023;30885;CONTADO   ;PRESENCIAL;CAMIONETA ;CT235003696;NORMAL;No;
NK-6059-2;03-10-2023;2023;34128;CONTADO   ;PRESENCIAL;CAMIONETA ;CT111000296;NORMAL;No;
