PATENTE;AÑO DEL PERMISO;TOTAL A PAGAR;TIPO DE PAGO;MODALIDAD;TIPO VEHICULO;FECHA PAGO;CODIGO SII;DUPLICADO;FONDO A TERCEROS
NK-8627-3;2020;0;CONTADO   ;PRESENCIAL;CARRO BOMB;;CT166005715;;No
NK-8627-3;2021;0;CONTADO   ;PRESENCIAL;CARRO BOMB;;CT243005616;;No
NK-8627-3;2022;0;CONTADO   ;PRESENCIAL;CARRO BOMB;;SD243016816;;No
NL-6776-1;2022;27713;CONTADO   ;INTERNET;CAMIONETA ;27-04-2022;SU106002604;;No
NU-7221-5;2022;27221;CONTADO   ;PRESENCIAL;FURGON    ;30-03-2022;SU049001416;;No
NV-4173-8;2022;27221;CONTADO   ;INTERNET;CAMIONETA ;26-04-2022;SU111003203;;No
NV-6550-5;2022;28655;CONTADO   ;PRESENCIAL;AUTOMOVIL ;23-05-2022;CT079017516;;No
NW-9923-K;2022;27221;CONTADO   ;INTERNET;AUTOMOVIL ;27-04-2022;CT166002603;;No
NX-5142-4;2022;27713;CONTADO   ;PRESENCIAL;CAMIONETA ;21-04-2022;CT077002615;;No
PA-2414-4;2022;27221;CONTADO   ;PRESENCIAL;CAMIONETA ;23-03-2022;SU049001116;;No
PBJZ-36-1;2022;79431;1ª Cuota  ;PRESENCIAL;STATION WA;28-03-2022;CT235013816;;No
PBJZ-36-1;2022;83799;2ª Cuota  ;PRESENCIAL;STATION WA;05-08-2022;CT235013816;;No
PC-5522-7;2022;27221;CONTADO   ;PRESENCIAL;AUTOMOVIL ;22-03-2022;SD197012716;;No
PCJR-46-9;2022;264379;CONTADO   ;PRESENCIAL;CAMIONETA ;28-09-2022;CT160012016;;No
PCKS-37-1;2022;55537;CONTADO   ;PRESENCIAL;MINIBUS   ;31-05-2022;HB047000616;;No
PCLW-79-1;2022;211650;1ª Cuota  ;PRESENCIAL;CAMIONETA ;28-03-2022;SU154000716;;No
PCLW-79-1;2022;223290;2ª Cuota  ;PRESENCIAL;CAMIONETA ;30-08-2022;CT176032616;;No
PCRZ-36-9;2022;403559;CONTADO   ;INTERNET;CAMIONETA ;27-04-2022;CT235003504;;No
PCRZ-37-7;2022;403559;CONTADO   ;INTERNET;CAMIONETA ;27-04-2022;CT235009304;;No
PCVF-30-4;2022;422353;CONTADO   ;PRESENCIAL;AMBULANCIA;31-03-2022;CT079017516;;No
PCVF-31-2;2022;422353;CONTADO   ;PRESENCIAL;AMBULANCIA;31-03-2022;CT079017516;;No
PCWC-69-2;2022;482982;CONTADO   ;PRESENCIAL;CAMIONETA ;30-03-2022;CT079018116;;No
PDWY-20-2;2022;430045;CONTADO   ;PRESENCIAL;CAMIONETA ;23-03-2022;SU160005316;;No
PDWY-22-9;2022;430045;CONTADO   ;PRESENCIAL;CAMIONETA ;23-03-2022;SU106003516;;No
PDYK-92-0;2022;434994;CONTADO   ;PRESENCIAL;MINIBUS PA;23-03-2022;SU106003516;;No
PF-0576-2;2022;29470;CONTADO   ;INTERNET;Moto      ;07-07-2022;SU229015204;;No
PFBR-39-2;2022;501638;CONTADO   ;PRESENCIAL;CAMIONETA ;30-03-2022;CT235014416;;No
PFBY-22-6;2022;92703;1ª Cuota  ;INTERNET;AUTOMOVIL ;26-04-2022;CT077000904;;No
PFBY-22-6;2022;98080;2ª Cuota  ;INTERNET;AUTOMOVIL ;14-09-2022;VN166003105;;No
PFCR-48-7;2022;206965;CONTADO   ;PRESENCIAL;JEEP      ;16-03-2022;CT235014416;;No
PFSY-14-6;2022;241567;CONTADO   ;PRESENCIAL;FURGON    ;31-03-2022; ;;No
PFXG-63-7;2022;430045;CONTADO   ;PRESENCIAL;CAMIONETA ;23-03-2022;VN079006716;;No
PFXT-56-8;2022;200271;CONTADO   ;PRESENCIAL;FURGON    ;23-03-2022;CT235014316;;No
PFXW-51-K;2022;47920;1ª Cuota  ;PRESENCIAL;STATION WA;31-03-2022;SD050030716;;No
PFXW-51-K;2022;50556;2ª Cuota  ;PRESENCIAL;STATION WA;18-08-2022;SD050030716;;No
PFZV-34-4;2022;454713;CONTADO   ;PRESENCIAL;FURGON    ;10-03-2022;HB176006116;;No
PG-5841-0;2022;27221;CONTADO   ;PRESENCIAL;JEEP      ;21-03-2022;SU079006216;;No
PGFC-44-K;2022;184075;1ª Cuota  ;PRESENCIAL;CAMIONETA ;31-03-2022;HB132007916;;No
PGFC-44-K;2022;194198;2ª Cuota  ;PRESENCIAL;CAMIONETA ;31-08-2022;MT254035818;;No
PGLJ-52-K;2022;45703;1ª Cuota  ;INTERNET;AUTOMOVIL ;22-06-2022;CT166002504;;No
PGLJ-52-K;2022;47323;2ª Cuota  ;INTERNET;AUTOMOVIL ;21-10-2022;CT176017404;;No
PGLJ-61-9;2022;108673;1ª Cuota  ;PRESENCIAL;JEEP      ;25-03-2022;CT225001216;;No
PGLJ-61-9;2022;126750;2ª Cuota  ;INTERNET;JEEP      ;27-12-2022;CT176017404;;No
PHHR-18-6;2022;666299;CONTADO   ;PRESENCIAL;CAMIONETA ;02-03-2022;HB229014316;;No
PHJB-51-7;2022;536249;CONTADO   ;PRESENCIAL;CAMIONETA ;23-03-2022;CT065003816;;No
PHKG-12-7;2022;388461;CONTADO   ;PRESENCIAL;AMBULANCIA;31-03-2022;HB229014920;;No
PJFJ-23-8;2022;523153;CONTADO   ;PRESENCIAL;CAMIONETA ;23-03-2022;SU035000415;;No
PJFJ-55-6;2022;304575;CONTADO   ;PRESENCIAL;CAMIONETA ;23-03-2022;SD243015816;;No
PJPH-74-4;2022;552293;CONTADO   ;PRESENCIAL;CAMIONETA ;23-03-2022;HB077017416;;No
PJZH-94-8;2022;214235;CONTADO   ;PRESENCIAL;CAMIONETA ;16-03-2022;HB176004916;;No
PJZW-36-0;2022;46069;1ª Cuota  ;PRESENCIAL;FURGON    ;22-03-2022;CT079017516;;No
PJZW-36-0;2022;48603;2ª Cuota  ;PRESENCIAL;FURGON    ;19-08-2022;CT079017516;;No
PKGW-41-K;2022;303162;1ª Cuota  ;PRESENCIAL;CAMIONETA ;30-03-2022;SU229024016;;No
PKGW-41-K;2022;320745;2ª Cuota  ;INTERNET;CAMIONETA ;14-09-2022;SU229016704;;No
PKHV-16-8;2022;442493;CONTADO   ;PRESENCIAL;CAMIONETA ;23-03-2022;VN176004915;;No
PKLJ-41-8;2022;426048;CONTADO   ;PRESENCIAL;CAMIONETA ;23-03-2022;SU235010916;;No
PKLJ-42-6;2022;426048;CONTADO   ;PRESENCIAL;CAMIONETA ;23-03-2022;CT235014616;;No
PKWC-39-8;2022;567404;CONTADO   ;INTERNET;FURGON    ;21-04-2022;SD207001904;;No
PLFY-25-K;2022;250945;CONTADO   ;INTERNET;STATION WA;01-04-2022;CT050019904;;No
PLPK-27-4;2022;69981;1ª Cuota  ;INTERNET;AUTOMOVIL ;26-04-2022;CO052003804;;No
PLXD-91-2;2022;123639;1ª Cuota  ;INTERNET;STATION WA;25-04-2022;SD184011304;;No
PLXD-91-2;2022;138237;2ª Cuota  ;INTERNET;STATION WA;21-10-2022;CT235008904;;No
PPXF-77-2;2022;265195;CONTADO   ;PRESENCIAL;STATION WA;28-03-2022;CT235014616;;No
PPXZ-28-6;2022;286265;CONTADO   ;PRESENCIAL;CAMIONETA ;16-03-2022;CT160012516;;No
PRDX-67-1;2022;145972;1ª Cuota  ;PRESENCIAL;STATION WA;30-03-2022;CT243002616;;No
PRDX-67-1;2022;158949;2ª Cuota  ;INTERNET;STATION WA;14-09-2022;SU079003304;;No
PS-6167-5;2022;179494;CONTADO   ;PRESENCIAL;CAMION    ;17-10-2022;SD111028420;;No
PS-6167-5;2021;214112;CONTADO   ;PRESENCIAL;CAMION    ;17-10-2022;SU229019607;;No
PSGP-46-K;2022;303261;CONTADO   ;PRESENCIAL;STATION WA;09-11-2022;SD111028420;;No
PSLD-64-9;2022;345836;CONTADO   ;PRESENCIAL;CAMIONETA ;23-03-2022; ;;No
PTBJ-11-4;2022;129008;CONTADO   ;PRESENCIAL;CAMIONETA ;21-03-2022;CT176032716;;No
PTBP-67-5;2022;98045;1ª Cuota  ;PRESENCIAL;STATION WA;09-03-2022;CT166006616;;No
PTBP-67-5;2022;106457;2ª Cuota  ;PRESENCIAL;STATION WA;15-09-2022;CT166006616;;No
PTDD-41-1;2022;534364;CONTADO   ;PRESENCIAL;CAMIONETA ;25-03-2022;CT154004116;;No
PTTJ-18-8;2022;105524;CONTADO   ;PRESENCIAL;AUTOMOVIL ;21-04-2022;SD111027316;;No
PTWL-24-6;2022;113983;CONTADO   ;PRESENCIAL;AUTOMOVIL ;07-04-2022;CT079017517;;No
PV-2084-0;2022;28627;CONTADO   ;INTERNET;AUTOMOVIL ;25-05-2022;CT176018205;;No
PV-6675-1;2022;27713;CONTADO   ;INTERNET;STATION WA;29-04-2022;CT077001004;;No
PW-2801-K;2020;78673;CONTADO   ;PRESENCIAL;CAMIONETA ;10-11-2022;CT079017517;;No
PW-2801-K;2021;61355;CONTADO   ;PRESENCIAL;CAMIONETA ;11-11-2022;CO052010116;;No
PW-7029-6;2022;39209;CONTADO   ;PRESENCIAL;MINIBUS PA;31-03-2022;CT176032317;;No
PX-1756-7;2022;27221;CONTADO   ;PRESENCIAL;AUTOMOVIL ;25-03-2022;SU035000716;;No
PX-5912-K;2022;33384;CONTADO   ;PRESENCIAL;JEEP      ;28-11-2022;CT077002616;;No
PX-8516-3;2022;27221;CONTADO   ;PRESENCIAL;AUTOMOVIL ;25-03-2022;CT225002516;;No
PYKP-72-8;2022;92138;CONTADO   ;PRESENCIAL;FURGON    ;09-03-2022;CT225002516;;No
PZBG-96-3;2022;220365;CONTADO   ;PRESENCIAL;STATION WA;03-03-2022;SU227046616;;No
PZGD-41-5;2022;848555;CONTADO   ;PRESENCIAL;FURGON    ;30-03-2022;CT050030316;;No
PZWV-57-K;2022;82243;CONTADO   ;PRESENCIAL;AUTOMOVIL ;30-03-2022;CT050030316;;No
PZYG-23-6;2022;55982;1ª Cuota  ;PRESENCIAL;AUTOMOVIL ;09-03-2022;CT235014416;;No
PZYG-23-6;2022;59229;2ª Cuota  ;INTERNET;AUTOMOVIL ;14-09-2022;CT077001004;;No
RA-3696-9;2022;28627;CONTADO   ;INTERNET;AUTOMOVIL ;25-05-2022;SD235012504;;No
RA-7708-8;2022;30960;CONTADO   ;PRESENCIAL;AUTOMOVIL ;04-08-2022;CT154002816;;No
RCCC-13-2;2022;216628;CONTADO   ;PRESENCIAL;CAMIONETA ;05-04-2022;SU176022116;;No
RCCD-45-7;2022;452566;CONTADO   ;PRESENCIAL;CAMIONETA ;30-03-2022;SU079006217;;No
RCCD-61-9;2022;669523;CONTADO   ;PRESENCIAL;CAMIONETA ;31-03-2022;VN159000217;;No
RCKK-45-1;2022;102094;1ª Cuota  ;PRESENCIAL;CAMIONETA ;31-03-2022;CT077002817;;No
RCKK-45-1;2022;108015;2ª Cuota  ;INTERNET;CAMIONETA ;14-09-2022;SU176016204;;No
RCKL-60-1;2022;111963;CONTADO   ;PRESENCIAL;AUTOMOVIL ;03-03-2022;CT132005416;;No
RCPC-52-2;2022;534364;CONTADO   ;PRESENCIAL;CAMIONETA ;23-03-2022;CT132005416;;No
RCPC-60-3;2022;534364;CONTADO   ;PRESENCIAL;CAMIONETA ;23-03-2022;CT111006716;;No
RCXD-13-6;2022;81195;CONTADO   ;PRESENCIAL;AUTOMOVIL ;22-03-2022;SD176033217;;No
RD-1599-K;2022;34016;CONTADO   ;PRESENCIAL;AUTOMOVIL ;06-12-2022;CT176032717;;No
RD-2927-3;2022;32666;CONTADO   ;PRESENCIAL;AUTOMOVIL ;05-10-2022;CT166006617;;No
RD-9599-3;2022;27221;CONTADO   ;PRESENCIAL;CAMIONETA ;31-03-2022;CT166006617;;No
RDGS-26-1;2022;606323;CONTADO   ;PRESENCIAL;CAMIONETA ;22-03-2022;CT166006617;;No
RDHH-56-8;2022;401644;CONTADO   ;PRESENCIAL;MINIBUS PA;31-03-2022;CT166006417;;No
RDKP-27-7;2022;345836;CONTADO   ;PRESENCIAL;CAMIONETA ;23-03-2022;CT154004117;;No
RE-2333-4;2022;27221;CONTADO   ;PRESENCIAL;JEEP      ;23-03-2022;CT154004117;;No
RE-2348-2;2022;28627;CONTADO   ;INTERNET;CAMIONETA ;28-06-2022;HB050005204;;No
RE-9216-6;2022;27221;CONTADO   ;INTERNET;AUTOMOVIL ;21-03-2022;CO197001205;;No
RF-4764-5;2022;31837;CONTADO   ;INTERNET;CAMIONETA ;27-12-2022;CT235008905;;No
RFL-010-2;2022;31837;CONTADO   ;INTERNET;Moto      ;20-10-2022;CT235008905;;No
RFRC-27-1;2022;174744;CONTADO   ;PRESENCIAL;CAMION    ;29-09-2022;CO052010117;;No
RG-4349-9;2022;27713;CONTADO   ;INTERNET;STATION WA;29-04-2022;CT166003204;;No
RGSF-13-4;2022;640544;1ª Cuota  ;PRESENCIAL;STATION WA;07-03-2022;SU132007505;;No
RGSF-13-4;2022;675774;2ª Cuota  ;PRESENCIAL;STATION WA;31-08-2022;SD243016817;;No
RGYW-54-1;2022;274092;CONTADO   ;PRESENCIAL;STATION WA;30-03-2022;SD243016817;;No
RH-9045-9;2022;33384;CONTADO   ;PRESENCIAL;JEEP      ;02-11-2022;CT235014417;;No
RHPS-84-5;2022;119322;CONTADO   ;PRESENCIAL;AUTOMOVIL ;07-03-2022;CT235014417;;No
RJ-2433-7;2022;27221;CONTADO   ;PRESENCIAL;JEEP      ;25-03-2022;VN166006420;;No
RJ-9069-0;2022;27221;CONTADO   ;PRESENCIAL;CAMIONETA ;16-03-2022;HB235007517;;No
RKDH-91-2;2022;1516213;CONTADO   ;PRESENCIAL;CAMIONETA ;30-03-2022;HB235007517;;No
RKLT-58-0;2022;120602;CONTADO   ;PRESENCIAL;AUTOMOVIL ;28-03-2022; ;;No
RL-7718-9;2022;27221;CONTADO   ;INTERNET;JEEP      ;25-04-2022;SD160012405;;No
RN-1494-7;2022;27221;CONTADO   ;INTERNET;AUTOMOVIL ;21-03-2022;HB197008004;;No
RPBS-62-2;2022;257779;CONTADO   ;PRESENCIAL;CAMIONETA ;25-03-2022; ;;No
RPBZ-78-7;2022;237112;1ª Cuota  ;PRESENCIAL;FURGON    ;31-03-2022;SU229029817;;No
RPBZ-78-7;2022;257459;2ª Cuota  ;INTERNET;FURGON    ;23-09-2022; ;;No
RPKR-66-7;2022;305372;CONTADO   ;PRESENCIAL;AUTOMOVIL ;03-03-2022;SD050030517;;No
RR-4235-4;2022;13611;1ª Cuota  ;PRESENCIAL;CAMIONETA ;04-03-2022;SU079007217;;No
RR-4235-4;2022;14359;2ª Cuota  ;PRESENCIAL;CAMIONETA ;18-08-2022;VN176006317;;No
RR-7876-6;2022;27221;CONTADO   ;INTERNET;CAMIONETA ;21-03-2022; ;;No
RRLY-52-K;2022;350839;CONTADO   ;PRESENCIAL;CAMIONETA ;01-02-2022;VN176006317;;No
RRTS-79-2;2022;559694;CONTADO   ;PRESENCIAL;FURGON    ;30-03-2022;SU079006917;;No
RS-8324-1;2022;27221;CONTADO   ;INTERNET;AUTOMOVIL ;21-04-2022;VN132001605;;No
RS-9317-4;2018;21878;2ª Cuota  ;PRESENCIAL;CAMIONETA ;10-01-2022;CT243007417;;No
RS-9317-4;2019;41143;CONTADO   ;PRESENCIAL;CAMIONETA ;10-01-2022;CT235014717;;No
RS-9317-4;2020;35973;CONTADO   ;PRESENCIAL;CAMIONETA ;10-01-2022;CT235014717;;No
RS-9317-4;2021;30953;CONTADO   ;PRESENCIAL;CAMIONETA ;10-01-2022;CT235014717;;No
RS-9317-4;2022;27221;CONTADO   ;INTERNET;CAMIONETA ;26-04-2022;VN079005707;;No
RSHX-38-6;2022;156889;1ª Cuota  ;PRESENCIAL;CAMIONETA ;16-03-2022;CT235014417;;No
RSHX-38-6;2022;165518;2ª Cuota  ;PRESENCIAL;CAMIONETA ;31-08-2022;CT235014417;;No
RT-1590-9;2022;27221;CONTADO   ;PRESENCIAL;CAMIONETA ;30-03-2022; ;;No
RU-1903-6;2022;27221;CONTADO   ;PRESENCIAL;CAMIONETA ;30-03-2022;CO184017317;;No
RV-7683-2;2022;27221;CONTADO   ;PRESENCIAL;STATION WA;30-03-2022;CO184017317;;No
RVPH-88-2;2022;287718;CONTADO   ;PRESENCIAL;CAMIONETA ;13-05-2022; ;;No
RWWV-77-8;2022;37025;CONTADO   ;PRESENCIAL;MINIBUS   ;31-05-2022;SU050011517;;No
RX-9892-K;2022;27221;CONTADO   ;INTERNET;CAMIONETA ;06-04-2022;SU227018605;;No
RXVK-38-5;2022;737575;CONTADO   ;PRESENCIAL;CAMIONETA ;13-05-2022;SU176022617;;No
RZ-3802-0;2022;28655;CONTADO   ;PRESENCIAL;STATION WA;25-05-2022;SU176022617;;No
RZ-6180-4;2022;58248;CONTADO   ;PRESENCIAL;CAMION    ;05-08-2022;CT079017517;;No
RZ-7715-8;2022;27713;CONTADO   ;INTERNET;AUTOMOVIL ;17-05-2022;SU229017505;;No
RZXF-19-3;2022;427471;CONTADO   ;PRESENCIAL;CAMIONETA ;15-07-2022;CT079018917;;No
SA-5664-8;2022;27713;CONTADO   ;PRESENCIAL;JEEP      ;01-04-2022;MT032004212;;No
SA-8726-8;2022;13611;1ª Cuota  ;INTERNET;STATION WA;27-04-2022;CT235008905;;No
SB-4073-8;2021;36435;CONTADO   ;PRESENCIAL;AUTOMOVIL ;18-08-2022;CT235015217;;No
SB-4073-8;2022;30960;CONTADO   ;PRESENCIAL;AUTOMOVIL ;18-08-2022;CO197003017;;No
SDHS-87-2;2022;148378;CONTADO   ;PRESENCIAL;CAMIONETA ;22-09-2022;SU197007617;;No
SDHT-26-7;2022;64358;CONTADO   ;PRESENCIAL;AUTOMOVIL ;27-12-2022;SU197007617;;No
SE-4532-4;2022;27221;CONTADO   ;PRESENCIAL;STATION WA;31-03-2022;SU132019117;;No
SE-5487-0;2022;30960;CONTADO   ;INTERNET;AUTOMOVIL ;11-01-2023; ;;No
SG-7085-9;2018;48051;CONTADO   ;PRESENCIAL;CAMIONETA ;20-04-2022;HB229014917;;No
SG-7085-9;2019;43310;CONTADO   ;PRESENCIAL;CAMIONETA ;20-04-2022;CT079018317;;No
SG-7085-9;2020;38044;CONTADO   ;PRESENCIAL;CAMIONETA ;20-04-2022;VN162003417;;No
SG-7085-9;2021;32896;CONTADO   ;PRESENCIAL;CAMIONETA ;20-04-2022;SU091002017;;No
SG-7085-9;2022;27713;CONTADO   ;PRESENCIAL;CAMIONETA ;21-04-2022;CT050034017;;No
SGDG-62-2;2022;132614;CONTADO   ;PRESENCIAL;CAMIONETA ;22-11-2022;CO052010117;;No
SH-2547-5;2020;41878;CONTADO   ;PRESENCIAL;STATION WA;16-08-2022;CO052010117;;No
SH-2547-5;2021;36435;CONTADO   ;PRESENCIAL;STATION WA;16-08-2022;CO052010117;;No
SH-2547-5;2022;30960;CONTADO   ;PRESENCIAL;STATION WA;16-08-2022;CO052010117;;No
SH-6842-5;2022;27713;CONTADO   ;PRESENCIAL;STATION WA;05-04-2022;HB229014917;;No
SHG-082-0;2022;27221;CONTADO   ;PRESENCIAL;Moto      ;23-03-2022;SU117002417;;No
SJ-9311-4;2022;27221;CONTADO   ;PRESENCIAL;AUTOMOVIL ;28-03-2022;SU117002417;;No
SJBT-65-9;2022;264723;CONTADO   ;PRESENCIAL;CAMIONETA ;09-11-2022;CT159000318;;No
SJKC-99-9;2022;91520;CONTADO   ;PRESENCIAL;CAMIONETA ;16-12-2022;HB229015617;;No
SK-1188-0;2021;30953;CONTADO   ;PRESENCIAL;AUTOMOVIL ;21-01-2022;CT235014517;;No
SK-1188-0;2022;27221;CONTADO   ;PRESENCIAL;AUTOMOVIL ;30-03-2022;CT050032917;;No
SK-1188-0;2020;35973;CONTADO   ;PRESENCIAL;AUTOMOVIL ;21-01-2022;SD077004806;;No
SN-3623-8;2022;27713;CONTADO   ;INTERNET;STATION WA;27-04-2022;CT166003605;;Si
SN-4331-5;2022;27221;CONTADO   ;PRESENCIAL;CAMIONETA ;30-03-2022;CT050032917;;No
SP-9015-6;2022;27713;CONTADO   ;INTERNET;CAMIONETA ;27-04-2022;CT166003605;;No
SR-7192-K;2022;27221;CONTADO   ;PRESENCIAL;CAMIONETA ;30-03-2022; ;;No
SR-8864-4;2022;27221;CONTADO   ;PRESENCIAL;CAMIONETA ;30-03-2022; ;;No
SR-9860-7;2022;43917;CONTADO   ;PRESENCIAL;STATION WA;12-10-2022;HB229014917;;No
SS-1688-3;2022;27713;CONTADO   ;PRESENCIAL;FURGON    ;04-04-2022;CT111006117;;No
SS-1707-3;2022;27221;CONTADO   ;INTERNET;STATION WA;25-04-2022;SU132006205;;No
SS-9686-0;2022;27221;CONTADO   ;INTERNET;CAMIONETA ;22-03-2022; ;;No
SS-9733-6;2022;27221;CONTADO   ;PRESENCIAL;CAMIONETA ;09-03-2022;CT235014717;;No
SSP-039-0;2021;2816;CONTADO   ;PRESENCIAL;MOTO      ;21-10-2022;CT235014717;;No
SSP-039-0;2022;32666;CONTADO   ;PRESENCIAL;MOTO      ;21-10-2022;CO184018217;;No
ST-6087-9;2022;27221;CONTADO   ;PRESENCIAL;JEEP      ;25-03-2022;CT235014517;;No
ST-9613-K;2022;27221;CONTADO   ;PRESENCIAL;CAMIONETA ;25-03-2022;HB229015317;;No
SV-8526-9;2022;27221;CONTADO   ;INTERNET;AUTOMOVIL ;06-04-2022;CT176017605;;No
SW-4882-K;2022;64381;CONTADO   ;INTERNET;JEEP      ;29-04-2022;HB077011005;;No
SW-5182-0;2022;55736;CONTADO   ;PRESENCIAL;STATION WA;19-04-2022;CT235014917;;No
SX-8356-2;2022;27221;CONTADO   ;INTERNET;AUTOMOVIL ;21-03-2022;CT111002605;;No
TA-8018-4;2021;39718;CONTADO   ;PRESENCIAL;CAMIONETA ;29-12-2022;SU229027417;;No
TA-8018-4;2022;34016;CONTADO   ;PRESENCIAL;CAMIONETA ;29-12-2022;SU229027417;;No
TC-7477-9;2022;27221;CONTADO   ;PRESENCIAL;CAMIONETA ;30-03-2022;SU079007218;;No
TC-7515-5;2022;28655;CONTADO   ;PRESENCIAL;CAMIONETA ;23-05-2022;SU079007218;;No
TD-5578-5;2022;27221;CONTADO   ;PRESENCIAL;STATION WA;30-03-2022;SU050013318;;No
TH-5389-6;2022;27221;CONTADO   ;PRESENCIAL;STATION WA;07-03-2022;SU079008018;;No
TH-7763-9;2022;27221;CONTADO   ;PRESENCIAL;CAMIONETA ;28-03-2022;CT050030218;;No
TJ-1315-5;2022;27221;CONTADO   ;PRESENCIAL;AUTOMOVIL ;30-03-2022;SU227036918;;No
TJ-2414-9;2022;27221;CONTADO   ;PRESENCIAL;JEEP      ;18-03-2022; ;;No
TJ-2631-1;2022;27221;CONTADO   ;PRESENCIAL;CAMIONETA ;28-03-2022;CT080008218;;No
TL-8963-0;2022;27221;CONTADO   ;INTERNET;AUTOMOVIL ;21-04-2022;CT166003505;;No
TP-2928-9;2022;27221;CONTADO   ;PRESENCIAL;STATION WA;25-03-2022;SU106006118;;No
TP-9226-6;2022;27221;CONTADO   ;PRESENCIAL;JEEP      ;25-03-2022;SU106006118;;No
TR-7590-0;2022;27713;CONTADO   ;PRESENCIAL;AUTOMOVIL ;05-04-2022;SU047000418;;No
TS-1548-1;2022;27713;CONTADO   ;PRESENCIAL;CAMIONETA ;21-04-2022;HB111018318;;No
TS-6130-0;2022;29489;CONTADO   ;PRESENCIAL;STATION WA;30-03-2022;HB111018318;;No
TT-5938-6;2022;27221;CONTADO   ;INTERNET;AUTOMOVIL ;25-04-2022; ;;No
TV-9514-4;2022;27221;CONTADO   ;PRESENCIAL;JEEP      ;09-03-2022; ;;No
TW-2668-6;2022;31721;CONTADO   ;INTERNET;CAMIONETA ;25-04-2022; ;;No
TX-2188-9;2022;59831;CONTADO   ;PRESENCIAL;CAMION    ;07-10-2022;SU227044018;;No
TX-8075-3;2022;27221;CONTADO   ;PRESENCIAL;CAMIONETA ;28-03-2022;HB235007918;;No
TY-3455-1;2022;27221;CONTADO   ;INTERNET;CAMIONETA ;31-03-2022; ;;No
TY-3515-9;2022;13611;1ª Cuota  ;PRESENCIAL;CAMIONETA ;25-03-2022;HB235007918;;No
TY-3515-9;2022;14359;2ª Cuota  ;PRESENCIAL;CAMIONETA ;31-08-2022;MT173016021;;No
TY-4938-9;2022;27713;CONTADO   ;PRESENCIAL;CAMIONETA ;19-04-2022;CT243005518;;No
TY-5465-K;2020;42892;CONTADO   ;INTERNET;CAMIONETA ;26-09-2022; ;;No
TY-5465-K;2021;37389;CONTADO   ;INTERNET;CAMIONETA ;28-09-2022; ;;No
TY-7523-1;2022;27221;CONTADO   ;INTERNET;AUTOMOVIL ;06-04-2022; ;;No
TY-8659-4;2022;27221;CONTADO   ;INTERNET;CAMIONETA ;27-04-2022; ;;No
TZ-1444-K;2022;27221;CONTADO   ;PRESENCIAL;AUTOMOVIL ;30-03-2022;CT235015318;;No
TZ-4144-7;2022;28655;CONTADO   ;PRESENCIAL;CAMIONETA ;18-05-2022;CT079018118;;No
TZ-6105-7;2022;27221;CONTADO   ;INTERNET;JEEP      ;21-03-2022; ;;No
TZ-8703-K;2022;27221;CONTADO   ;PRESENCIAL;STATION WA;25-03-2022;CT079018118;;No
UC-1729-7;2022;30960;CONTADO   ;PRESENCIAL;STATION WA;29-08-2022; ;;No
UC-2574-5;2022;58248;CONTADO   ;PRESENCIAL;CAMION    ;23-09-2022;CO162000318;;No
UC-3493-0;2022;30240;CONTADO   ;PRESENCIAL;STATION WA;13-07-2022;SD197015018;;No
UC-8698-1;2021;32393;CONTADO   ;PRESENCIAL;CAMIONETA ;29-03-2022;SD197015018;;No
UC-8698-1;2022;27221;CONTADO   ;PRESENCIAL;CAMIONETA ;30-03-2022;HB176006418;;No
UE-3808-0;2022;27221;CONTADO   ;PRESENCIAL;AUTOMOVIL ;30-03-2022;SU160006918;;No
UK-4289-7;2022;66093;CONTADO   ;PRESENCIAL;MINIBUS   ;06-12-2022;CT132005918;;No
UK-4289-7;2021;78007;CONTADO   ;PRESENCIAL;MINIBUS   ;05-12-2022;SD235017406;;No
UN-2637-8;2022;29470;CONTADO   ;INTERNET;CAMIONETA ;07-07-2022; ;;No
UP-2742-3;2022;27221;CONTADO   ;PRESENCIAL;CAMIONETA ;22-03-2022;HB229014918;;No
UT-5717-2;2022;27221;CONTADO   ;PRESENCIAL;CAMIONETA ;07-03-2022;CT091005218;;No
UT-9615-1;2022;27713;CONTADO   ;PRESENCIAL;CAMIONETA ;01-04-2022;CT091005218;;No
UU-7675-9;2022;27221;CONTADO   ;INTERNET;AUTOMOVIL ;30-03-2022; ;;No
UU-7978-2;2022;14359;2ª Cuota  ;PRESENCIAL;CAMIONETA ;29-08-2022; ;;No
UU-7978-2;2022;13611;1ª Cuota  ;INTERNET;CAMIONETA ;27-04-2022; ;;No
UU-8271-6;2022;27713;CONTADO   ;INTERNET;STATION WA;27-04-2022; ;;No
UU-9644-K;2022;33384;CONTADO   ;PRESENCIAL;JEEP      ;25-11-2022; ;;No
UU-9644-K;2021;39068;CONTADO   ;PRESENCIAL;JEEP      ;25-11-2022;VN166002306;;No
UV-3591-7;2022;27713;CONTADO   ;INTERNET;STATION WA;29-04-2022; ;;No
UY-4163-0;2022;27221;CONTADO   ;PRESENCIAL;STATION WA;31-03-2022;SU225008418;;No
UY-5387-6;2022;27221;CONTADO   ;PRESENCIAL;AUTOMOVIL ;18-03-2022;SU225008418;;No
VA-6159-2;2022;29470;CONTADO   ;PRESENCIAL;AUTOMOVIL ;10-06-2022;CT073000118;;No
VA-9782-1;2022;27221;CONTADO   ;PRESENCIAL;STATION WA;25-03-2022;CT073000118;;No
